,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000
45,965.942,701.806,0.99970001,866.046,714.61,0.988839984,774.853,720.512,0.999899983,744.07,719.588,0.999859989,1022.191,235.231,0.999939978,960.11,252.562,0.999419987,892.963,280.004,0.999319971,865.457,295.223,0.999459982,,,,1136.965,327.802,0.999629974,1066.439,308.892,0.999989986,1031.778,304.276,0.999970019,1244.501,322.324,1,1230.166,246.973,0.999970019,1182.22,186.567,0.999920011,1147.715,196.298,0.999979973,1117.864,515.98,1,1047.769,508.716,0.999909997,973.115,507.478,0.999979973,941.41,506.277,0.999989986,830.507,518.067,0.999970019,749.918,528.588,0.999890029,664.658,536.447,0.999880016,632.478,552.815,0.999939978,336.594,294.056,0.997189999,386.744,321.652,0.997110009,447.134,337.007,0.999119997,478.136,349.491,0.998860002,916.191,384.153,0.986630023,994.881,380.719,0.99958998,1078.091,369.502,0.982370019,1101.074,356.66,0.999580026,186.243,791.347,0.999989986,1622.083,769.024,0.999989986,221.896,185.527,1,1647.045,182.568,1,117.888,834.548,1,1731.521,810.665,0.999960005,142.417,118.472,1,1754.959,129.337,1
46,968.47,700.872,0.999119997,869.781,714.61,0.977720022,777.567,721.483,0.999840021,747.384,718.908,0.999830008,1025.986,235.231,0.999989986,961.476,252.036,0.99980998,893.638,279.762,0.999480009,869.345,295.223,0.999939978,,,,1139.483,327.845,0.999930024,1067.34,309.177,0.999989986,1032.902,306.071,0.999989986,1245.134,327.364,1,1230.901,253.036,0.999849975,1188.646,186.567,0.999960005,1157.156,191.53,0.999960005,1121.816,516.109,0.999989986,1051.311,508.831,0.999960005,979.467,508.469,0.999989986,945.009,506.277,0.999979973,835.717,517.425,0.999819994,755.696,528.383,0.999840021,670.362,534.547,0.999979973,633.696,545.253,0.999970019,335.167,292.926,0.998969972,385.955,321.491,0.999440014,446.59,337.007,0.999379992,471.474,340.742,0.999310017,912.397,384.153,0.989979982,990.19,380.588,0.999650002,1076.505,370.937,0.993969977,1097.399,357.392,0.999830008,186.289,791.347,0.999989986,1622.034,768.856,0.999989986,221.934,185.533,1,1647.206,182.538,1,117.888,834.62,0.999989986,1731.49,810.665,0.999970019,142.397,118.487,1,1754.865,129.296,1
47,971.628,700.413,0.998979986,877.345,714.41,0.981570005,781.942,723.04,0.999710023,751.237,718.908,0.998160005,1029.641,234.335,0.999960005,965.847,251.395,0.999390006,898.931,279.313,0.999570012,873.426,295.696,0.999960005,,,,1140.899,327.934,0.999939978,1068.225,309.177,0.999979973,1035.073,308.685,0.999979973,1244.684,330.928,1,1233.989,257.691,0.998870015,1197.199,186.567,0.999949992,1163.531,188.235,0.999970019,1124.876,516.521,1,1054.403,508.831,0.999930024,981.447,510.35,1,949.607,506.277,0.999989986,839.341,516.275,0.999740005,759.704,528.181,0.999369979,677.053,534.547,0.999989986,638.138,537.34,0.999840021,333.251,291.839,0.99770999,379.685,320.17,0.999960005,442.307,337.007,0.999790013,469.484,340.027,0.99950999,911.885,384.153,0.987959981,988.92,380.529,0.999580026,1072.543,373.753,0.987380028,1094.427,359.072,0.999779999,186.344,791.269,0.999989986,1622.034,768.856,0.999989986,222.013,185.533,1,1647.355,182.568,1,117.9,834.642,0.999989986,1731.363,810.665,0.999970019,142.417,118.472,1,1754.748,129.296,1
48,977.937,697.665,0.999379992,884.893,712.716,0.988929987,788.345,727.848,0.999670029,755.316,719.588,0.999660015,1033.874,233.995,0.999970019,966.543,250.52,0.999719977,901.15,278.845,0.999859989,875.918,295.696,0.999909997,,,,1141.3,328.47,0.999960005,1070.172,309.177,0.999930024,1037.078,311.013,0.999979973,1244.741,338.739,1,1236.013,260.254,0.999539971,1204.808,187.035,0.999970019,1168.846,183.913,0.999819994,1126.461,516.723,1,1055.335,508.716,0.999949992,982.325,510.737,0.999989986,950.353,506.649,0.999989986,845.05,515.67,0.999979973,767.489,525.869,0.999419987,683.654,534.547,0.999979973,644.962,532.721,0.999989986,331.112,289.222,0.99871999,378.363,320.036,0.999989986,433.876,342.198,0.999639988,462.477,340.027,0.999289989,909.584,384.164,0.997009993,985.465,380.305,0.999220014,1067.236,378.489,0.996249974,1093.893,359.903,0.999790013,186.368,791.269,0.999989986,1622.034,768.856,0.999989986,222.013,185.426,1,1647.355,182.568,1,117.866,834.642,0.999989986,1731.49,810.56,0.999979973,142.417,118.399,1,1754.748,129.335,1
49,981.25,696.753,0.997759998,885.457,712.716,0.978600025,790.9,728.284,0.995880008,759.803,724.782,0.999920011,1036.074,232.851,0.999979973,972.654,248.435,0.995670021,905.106,275.388,0.998889983,880.929,294.835,0.999750018,,,,1141.755,328.7,0.999939978,1074.538,308.33,0.999970019,1037.655,311.013,0.999920011,1245.134,343.003,0.999989986,1238.198,264.715,0.999689996,1211.989,190.503,0.999130011,1179.591,177.806,0.994930029,1128.968,516.822,0.999989986,1059.283,508.511,0.999979973,987.145,511.422,0.999960005,954.171,506.867,0.999970019,851.239,515.566,0.999840021,773.7,525.311,0.999369979,691.24,537.46,0.999759972,648.765,532.721,0.999840021,330.882,286.389,0.997940004,375.249,317.63,0.999930024,431.804,345.026,0.999369979,457.655,340.027,0.999849975,908.483,384.292,0.990149975,983.294,379.825,0.994870007,1066.859,380.345,0.986100018,1091.955,365.031,0.999880016,186.372,791.304,1,1622.101,769.044,0.999979973,222.013,185.424,1,1647.37,182.541,1,117.866,834.599,0.999989986,1731.581,810.56,0.999979973,142.542,118.39,1,1754.748,129.335,1
50,986.38,694.369,0.997280002,892.62,712.716,0.986169994,796.337,731.265,0.99842,765.331,727.627,0.999830008,1038.323,232.092,0.999939978,976.85,246.671,0.994750023,907.104,273.415,0.999329984,884.381,291.69,0.999920011,,,,1142.766,329.209,0.999790013,1076.917,308.33,0.999970019,1042.16,311.013,0.999909997,1245.192,345.719,0.999989986,1240.15,273.307,0.998709977,1215.617,191.961,0.999800026,1187.176,177.705,0.999670029,1131.212,517.316,0.999989986,1061.834,508.511,0.999989986,989.85,511.739,0.999979973,957.065,508.841,0.999930024,856.302,515.498,0.999880016,777.401,524.803,0.998690009,696.384,539.141,0.999840021,654.639,532.721,0.999949992,325.729,286.266,0.998459995,375.027,315.519,0.999979973,426.094,347.613,0.999339998,455.36,347.603,0.998899996,906.537,384.325,0.993330002,981.369,379.784,0.997749984,1064.2,383.283,0.988879979,1091.891,371.405,0.999819994,186.372,791.299,0.999989986,1622.101,769.062,0.999979973,221.757,185.222,1,1647.406,182.538,1,117.9,834.599,0.999989986,1731.581,810.493,0.999970019,142.542,118.362,1,1755.071,129.335,1
51,989.608,693.93,0.999430001,893.235,711.624,0.985679984,799.634,731.761,0.997870028,768.776,733.354,0.999890029,1042.486,231.587,0.999870002,978.219,246.671,0.997510016,907.392,272.752,0.999549985,887.22,289.026,0.999890029,,,,1142.82,330.132,0.99980998,1079.961,308.33,0.999920011,1047.324,308.85,0.999050021,1245.159,354.734,1,1241.839,277.818,0.998430014,1220.948,196.934,0.99962002,1196.26,177.705,0.997269988,1133.471,518.55,0.999989986,1064.512,508.511,0.999960005,991.988,512.108,0.999920011,960.749,513.843,0.999870002,860.08,515.467,0.999970019,783.953,523.007,0.998239994,701.035,539.871,0.999880016,661.474,537.535,0.999960005,323.147,286.223,0.997269988,371.815,312.421,0.999890029,420.921,347.613,0.999819994,451.791,351,0.999729991,905.175,384.995,0.993730009,980.317,379.285,0.993610024,1062.84,384.891,0.993900001,1091.836,375.644,0.999490023,186.372,791.299,0.999989986,1622.128,769.062,0.999979973,221.757,185.222,1,1647.406,182.448,1,117.926,834.548,0.999989986,1731.581,810.359,0.999970019,142.542,118.36,1,1755.071,129.335,1
52,993.742,693.708,0.998870015,901.004,710.606,0.969319999,803.107,732.25,0.999329984,774.111,735.376,0.999970019,1045.202,230.561,0.999970019,978.835,246.522,0.99891001,910.184,270.387,0.999740005,890.99,284.55,0.999960005,,,,1143.629,332.079,0.999740005,1084.258,308.672,1,1050.747,303.901,0.999779999,1245.159,358.458,1,1242.032,282.249,0.997730017,1226.074,199.481,0.999830008,1205.214,177.705,0.999920011,1135.092,520.133,0.999989986,1066.54,508.511,1,994.221,512.114,0.999989986,964.922,515.324,0.999989986,866.54,514.993,0.999920011,790.99,522.136,0.99970001,707.069,539.871,0.999989986,667.611,542.167,0.999920011,319.76,285.402,0.997449994,366.639,310.821,0.999840021,414.976,347.613,0.999849975,445.632,354.18,0.999859989,900.943,386.802,0.990960002,979.305,379.285,0.997039974,1062.821,385.352,0.999419987,1088.45,384.634,0.999480009,186.323,791.299,0.999989986,1622.127,769.097,0.999989986,221.757,185.222,1,1647.406,182.412,1,117.967,834.548,0.999989986,1731.581,810.359,0.999970019,142.457,118.36,1,1755.083,129.219,1
53,996.968,693.708,0.997389972,901.852,710.023,0.978929996,805.858,734.981,0.997539997,776.014,738.43,0.999949992,1048.433,230.529,0.999979973,982.039,246.468,0.997150004,913.162,269.107,0.999610007,892.213,281.9,0.999949992,,,,1143.975,335.117,0.999029994,1086.853,308.811,0.999989986,1055.767,303.738,0.999960005,1245.159,360.595,1,1244.759,288.279,0.999329984,1226.074,201.8,0.999870002,1213.677,178.725,0.999979973,1138.535,520.454,0.999970019,1067.306,508.39,0.999970019,995.242,512.114,0.999979973,966.983,518.012,0.999949992,870.8,515.467,0.999819994,793.851,521.427,0.999369979,713.585,539.871,0.999880016,673.101,546.886,0.999899983,317.788,283.406,0.995169997,366.282,309.553,0.999539971,414.976,346.84,0.999539971,440.587,357.091,0.999849975,899.664,388.411,0.987169981,977.805,379.207,0.991630018,1062.226,386.133,0.99962002,1088.069,388.53,0.999379992,186.186,791.269,0.999989986,1622.128,769.062,0.999989986,221.748,185.257,1,1647.363,182.412,1,118.173,834.524,1,1731.558,810.412,0.999979973,142.457,118.36,1,1755.071,129.217,1
54,1002.194,692.949,0.999230027,907.466,709.297,0.980639994,812.533,734.981,0.998579979,782.614,740.081,0.999970019,1050.008,229.672,1,985.563,245.509,0.999050021,919.041,264.146,0.999390006,893.242,280.98,0.999920011,,,,1144.276,337.945,0.992039979,1090.336,310.017,0.999989986,1060.845,298.573,0.999939978,1242.949,364.436,0.999970019,1245.706,290.001,0.999859989,1226.17,209.512,0.995609999,1219.89,181.756,0.999859989,1140.502,520.801,0.999979973,1070.759,508.088,0.999949992,999.237,512.114,0.999960005,967.54,519.408,0.999719977,875.99,515.498,0.999989986,801.189,519.879,0.999710023,717.164,538.848,0.999920011,678.515,549.896,0.999979973,317.788,281.782,0.996630013,363.343,309.25,0.999830008,414.976,345.64,0.99980998,437.934,357.091,0.997449994,897.837,391.269,0.994949996,972.911,377.932,0.990999997,1057.656,386.551,0.995019972,1086.45,394.228,0.997850001,186.129,791.269,0.999989986,1622.319,768.736,0.999989986,221.927,185.376,1,1647.353,182.412,1,118.173,834.485,1,1731.397,810.412,0.999960005,142.419,118.36,1,1755.126,128.991,1
55,1006.034,692.592,0.999539971,908.23,709.08,0.976939976,819.342,735.008,0.998099983,788.159,740.938,0.999970019,1053.721,229.171,1,988.655,244.977,0.999779999,919.801,262.843,0.99958998,893.491,277.76,0.999970019,1213.95,315.153,0.999800026,1151.228,340.628,0.998380005,1092.589,312.99,0.999979973,1067.206,298.573,0.999979973,1234.215,368.94,0.999979973,1251.855,292.288,0.999870002,1226.915,217.046,0.999970019,1221.173,190.733,0.999970019,1142.595,523.16,0.999979973,1072.866,507.91,0.999949992,1001.785,508.153,0.999859989,971.993,520.684,0.999369979,881.479,515.671,0.999920011,804.691,519.879,0.99980998,722.651,537.103,0.999939978,684.839,553.61,0.999949992,317.788,276.839,0.998889983,359.637,309.065,0.999570012,412.839,337.204,0.999629974,426.308,357.091,0.999029994,894.016,394.652,0.995790005,972.812,377.932,0.98654002,1055.456,386.551,0.999719977,1083.212,396.952,0.999279976,186.112,791.21,0.999989986,1622.319,768.736,0.999989986,222.123,185.551,1,1647.316,182.505,1,118.173,834.485,0.999989986,1731.397,810.436,0.999970019,142.313,118.356,1,1755.108,129.028,1
56,1010.658,692.512,0.998709977,916.497,708.965,0.965120018,820.459,734.981,0.999059975,791.809,741.47,0.999890029,1057.165,228.819,0.999989986,989.93,244.561,0.999819994,923.675,260.711,0.999970019,893.662,271.992,0.999090016,1213.95,311.876,0.999849975,1157.122,341.672,0.998579979,1095.921,318.382,0.999979973,1074.214,298.573,0.999989986,1225.795,371.586,1,1254.511,300.845,0.999939978,1228.449,222.212,0.999989986,1221.173,195.022,1,1145.839,523.299,0.999970019,1073.703,507.759,0.999989986,1005.758,506.737,0.999979973,974.634,520.684,0.999710023,885.979,516.004,0.999970019,808.335,519.515,0.999769986,729.04,536.308,0.999660015,691.664,553.61,0.999960005,319.949,269.722,0.999220014,349.632,308.538,0.999650002,412.645,330.995,0.998939991,425.598,346.675,0.998780012,893.063,396.549,0.997539997,971.088,377.932,0.991890013,1055.059,386.133,0.999979973,1079.944,397.963,0.999769986,186.112,791.15,0.999989986,1622.212,769.097,0.999989986,222.275,185.565,1,1647.316,182.505,1,118.052,834.324,1,1731.321,810.588,0.999970019,142.419,118.356,1,1755.108,128.991,1
57,1013.416,692.195,0.997829974,917.287,708.965,0.978349984,827.975,734.941,0.999050021,796.28,741.47,0.999949992,1059.824,226.681,0.999970019,992.927,244.173,0.998979986,925.152,259.81,0.999970019,897.249,268.26,0.999859989,1213.95,306.904,0.999010026,1159.817,342.014,0.996420026,1098.764,323.807,0.999989986,1079.314,298.962,0.999970019,1223.11,372.186,0.999899983,1254.992,307.273,0.999859989,1234.83,233.618,0.999979973,1221.648,206.855,1,1146.22,523.299,0.999989986,1075.856,507.759,0.999979973,1006.176,506.304,0.999970019,978.726,520.684,0.999960005,891.003,516.004,0.999989986,814.703,519.309,0.999559999,731.227,534.389,0.999960005,697.266,553.61,0.999949992,327.058,262.608,0.999490023,345.668,308.538,0.999239981,402.743,330.995,0.999450028,422.053,334.636,0.99259001,891.495,396.549,0.99691999,968.034,378.417,0.988600016,1054.417,384.667,0.999989986,1073.005,397.963,0.999909997,186.129,791.21,0.999989986,1622.32,769.202,0.999989986,222.343,185.567,1,1647.279,182.505,1,118.011,834.304,1,1731.397,810.715,0.999970019,142.405,118.356,1,1755.009,128.772,1
58,1018.435,691.629,0.998870015,923.443,707.912,0.990509987,831.732,733.517,0.999339998,802.406,741.559,0.999979973,1063.249,225.105,0.999979973,994.916,244.011,0.999549985,925.851,258.193,0.999939978,899.773,264.874,0.999859989,1214.512,303.885,0.99871999,1162.323,342.014,0.996100008,1101.763,328.7,0.999759972,1081.638,301.739,0.999689996,1213.887,373.31,0.999960005,1256.028,309.756,0.999949992,1240.091,235.097,0.999920011,1221.648,216.801,0.999989986,1148.338,523.16,0.999989986,1077.64,507.759,0.999970019,1008.523,504.245,0.999939978,980.158,520.426,0.999970019,893.691,515.671,0.999979973,818.9,519.515,0.999930024,736.85,529.069,0.999849975,703.539,549.96,0.999939978,337.74,254.271,0.999989986,338.121,305.486,0.998849988,393.402,330.995,0.99958998,418.619,330.781,0.987209976,891.116,396.569,0.996619999,967.962,379.54,0.976859987,1050.288,378.89,0.999379992,1072.175,397.963,0.999670029,186.134,791.321,0.999989986,1622.32,769.202,0.999989986,222.343,185.596,1,1647.316,182.505,1,117.935,834.275,1,1731.34,810.851,0.999970019,142.306,118.377,1,1755.09,128.772,1
59,1022.013,690.62,0.999880016,923.615,707.912,0.994109988,834.891,732.829,0.999409974,806.76,741.47,0.999979973,1065.198,225.024,0.999979973,995.785,243.45,0.999559999,929.278,256.076,0.999750018,900.239,261.431,0.999880016,1215.839,302.538,0.998350024,1165.057,342.014,0.999639988,1103.097,336.16,0.999979973,1082.558,311.573,0.999960005,1209.404,374.661,0.999890029,1256.334,315.23,0.999920011,1246.804,237.923,0.999729991,1222.146,227.293,0.999989986,1150.072,522.713,0.999970019,1080.078,508.984,0.999920011,1009.24,503.07,0.999979973,982.271,520.107,0.999979973,897.911,514.701,0.99980998,821.584,520.076,0.999880016,739.088,526.706,0.999819994,705.148,548.062,0.999840021,348.582,252.946,0.998489976,332.381,302.177,0.978579998,383.443,332.245,0.999909997,408.939,330.781,0.984449983,887.11,396.569,0.995459974,966.476,379.748,0.964030027,1049.029,377.2,0.995609999,1070.708,395.545,0.999199986,186.134,791.158,0.999989986,1622.458,769.202,0.999989986,222.343,185.705,1,1647.316,182.475,1,117.872,834.141,0.999989986,1731.34,810.86,0.999960005,142.405,118.401,1,1755.009,128.818,1
60,1025.163,689.492,0.999800026,929.096,707.912,0.987410009,838.354,732.595,0.999149978,808.042,740.213,0.999890029,1066.756,224.805,0.999989986,999.851,241.605,0.999670029,932.101,255.98,0.999840021,900.897,259.307,0.999939978,1217.002,300.92,0.99958998,1168.67,340.427,0.999469995,1105.347,341.319,0.999989986,1082.558,319.033,0.999769986,1207.137,377.322,0.999639988,1256.334,315.987,0.999970019,1256.053,242.958,0.999949992,1227.598,228.299,0.999989986,1154.238,522.616,0.999989986,1083.229,510.08,0.999979973,1011.894,500.932,1,983.263,517.796,1,903.324,514.085,0.999930024,827.248,519.309,0.999960005,744.888,524.103,0.999830008,707.836,542.174,0.999970019,358.95,247.118,0.999459982,332.381,294.148,0.995480001,371.325,335.145,0.999859989,398.464,330.781,0.999740005,884.451,396.402,0.994780004,965.673,380.649,0.996940017,1045.752,373.269,0.994780004,1070.562,388.138,0.999409974,186.134,791.158,0.999989986,1622.504,768.923,0.999989986,222.343,185.705,1,1647.32,182.229,1,117.872,834.141,0.999989986,1731.34,810.86,0.999970019,142.439,118.401,1,1754.947,128.818,1
